metrics__yearmonth,metrics__careerlevelgroupcode,metrics__careerlevelcode,metrics__metric,metrics__metricvalue,metrics__type,inputs__input,inputs__careerlevelgroupcode,inputs__value,inputs__modeling_FY,inputs__modeling_quarter,modeldetails__modeling_id,modeldetails__modeling_name,modeldetails__modeling_description,modeldetails__modeling_description_text,modeldetails__flag_modeled,modeldetails__create_timestamp,modeldetails__create_enterpriseid,modeldetails__edit_timestamp,modeldetails__edit_enterpriseid,modeldetails__contractbasedcode,modeldetails__ma_cost,modeldetails__leadership_ma_cost,modeldetails__org_hierarchy,modeldetails__loc_hierarchy,leaderfymetricsupdate__careerlevelgroupcode,leaderfymetricsupdate__avgrate,leaderfymetricsupdate__fy,locked_quarter__locked_quarter,modeling_type__modeling_type,reload_metrics__careerlevelgroupcode,reload_metrics__metric,reload_metrics__metricvalue,reload_metrics__modeling_FY,reload_metrics__modeling_quarter,ispartialfy__ispartialfy,ischargeable__modeling_id,ischargeable__ischargeable
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,EHC,12,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,EHC,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,EHC,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,BHC,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,BHC,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,BHC,6,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,BHC,12,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,BHC,12,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,BHC,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,BHC,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,AHC,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,AHC,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,AHC,6,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,AHC,12,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,AHC,12,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,AHC,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,AHC,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,ATM,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,ATM,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,ATM,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,ATM,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,ATM,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,ATM,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,ATM,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,PRO,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,PRO,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,PRO,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,PRO,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,PRO,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,PRO,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,PRO,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,ATU,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,ATU,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,ATU,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,ATU,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,ATU,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,ATU,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,ATU,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,JOI,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,JOI,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,JOI,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,JOI,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,JOI,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,JOI,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,JOI,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,MVO,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,MVO,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,MVO,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,MVO,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,MVO,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,MVO,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,MVO,0,27,Q2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,EHC,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,EHC,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,EHC,6,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,EHC,12,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,EHC,12,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,EHC,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,EHC,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,BHC,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,BHC,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,BHC,6,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,BHC,12,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,BHC,12,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,BHC,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,BHC,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,AHC,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,AHC,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,AHC,6,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,AHC,12,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,AHC,12,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,AHC,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,AHC,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,ATM,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,ATM,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,ATM,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,ATM,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,ATM,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,ATM,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,ATM,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,PRO,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,PRO,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,PRO,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,PRO,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,PRO,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,PRO,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,PRO,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,ATU,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,ATU,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,ATU,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,ATU,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,ATU,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,ATU,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,ATU,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,JOI,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,JOI,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,JOI,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,JOI,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,JOI,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,JOI,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,JOI,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,MVO,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,MVO,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,MVO,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,MVO,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,MVO,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,MVO,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,MVO,0,27,Q3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,EHC,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,EHC,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,EHC,6,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,EHC,12,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,EHC,12,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,EHC,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,EHC,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,BHC,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,BHC,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,BHC,6,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,BHC,12,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,BHC,12,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,BHC,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,BHC,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,AHC,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,AHC,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,AHC,6,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,AHC,12,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,AHC,12,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,AHC,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,AHC,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,ATM,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,ATM,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,ATM,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,ATM,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,ATM,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,ATM,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,ATM,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,PRO,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,PRO,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,PRO,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,PRO,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,PRO,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,PRO,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,PRO,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,ATU,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,ATU,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,ATU,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,ATU,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,ATU,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,ATU,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,ATU,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,JOI,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,JOI,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,JOI,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,JOI,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,JOI,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,JOI,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,JOI,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,MVO,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,MVO,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,MVO,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,MVO,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,MVO,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,MVO,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,MVO,0,27,Q4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,PFY,0,27,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,EPG,252.52809063099957,25,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,EPG,568.6174163350988,26,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,EPG,901.9319046330767,27,,,,
